"ROIGroup","ROIGroupCoarse","ROIGroupFine","roi","disease_ontology_term_id","self_reported_ethnicity_ontology_term_id","assay_ontology_term_id","sex_ontology_term_id","development_stage_ontology_term_id","donor_id","suspension_type","dissection","fraction_mitochondrial","fraction_unspliced","cell_cycle_score","total_genes","total_UMIs","sample_id","supercluster_term","cluster_id","subcluster_id","cell_type_ontology_term_id","is_primary_data","tissue_type","tissue_ontology_term_id","cell_type","assay","disease","sex","tissue","self_reported_ethnicity","development_stage","observation_joinid","obs_dataset","dissection_chr","tissue_chr","roi_chr","dissection_blank","tissue_blank"
"Cerebral nuclei","Cerebral nuclei","Basal nuclei","Human Gpe","PATO:0000461","unknown","EFO:0009922","PATO:0000384","HsapDv:0000136","H19.30.001","nucleus","",0.0001383700013837,0.69932198699322,0.0015220700152207,3092,7227,"10X419_1","Oligodendrocyte","48","3016","CL:0000128",FALSE,"tissue","UBERON:0001875","oligodendrocyte","10x 3' v3","normal","male","globus pallidus","unknown","42-year-old stage","7^o}}GA)Ac","nonneuronal","","globus pallidus","Human Gpe",TRUE,FALSE
"Cerebral nuclei","Cerebral nuclei","Basal nuclei","Human Gpe","PATO:0000461","unknown","EFO:0009922","PATO:0000384","HsapDv:0000136","H19.30.001","nucleus","",0,0.782927870251814,0.000938967136150235,3481,11715,"10X419_2","Oligodendrocyte","48","3016","CL:0000128",FALSE,"tissue","UBERON:0001875","oligodendrocyte","10x 3' v3","normal","male","globus pallidus","unknown","42-year-old stage",">Y&AWLd;@e","nonneuronal","","globus pallidus","Human Gpe",TRUE,FALSE
"Cerebral nuclei","Cerebral nuclei","Basal nuclei","Human Gpe","PATO:0000461","unknown","EFO:0009922","PATO:0000384","HsapDv:0000136","H19.30.001","nucleus","",0.0011454753722795,0.716609392898053,0.000916380297823597,2130,4365,"10X419_2","Oligodendrocyte","48","3019","CL:0000128",FALSE,"tissue","UBERON:0001875","oligodendrocyte","10x 3' v3","normal","male","globus pallidus","unknown","42-year-old stage","AhKH7Jg+el","nonneuronal","","globus pallidus","Human Gpe",TRUE,FALSE
"Cerebral nuclei","Cerebral nuclei","Basal nuclei","Human Gpe","PATO:0000461","unknown","EFO:0009922","PATO:0000384","HsapDv:0000136","H19.30.001","nucleus","",0.00329428989751098,0.720717423133236,0.00292825768667643,1507,2732,"10X419_2","Oligodendrocyte","48","3019","CL:0000128",FALSE,"tissue","UBERON:0001875","oligodendrocyte","10x 3' v3","normal","male","globus pallidus","unknown","42-year-old stage","5+wjb@3WUe","nonneuronal","","globus pallidus","Human Gpe",TRUE,FALSE
"Cerebral nuclei","Cerebral nuclei","Basal nuclei","Human Gpe","PATO:0000461","unknown","EFO:0009922","PATO:0000384","HsapDv:0000136","H19.30.001","nucleus","",0.00429922613929493,0.699054170249355,0.00206362854686156,2485,5815,"10X419_2","Oligodendrocyte","48","3019","CL:0000128",FALSE,"tissue","UBERON:0001875","oligodendrocyte","10x 3' v3","normal","male","globus pallidus","unknown","42-year-old stage","+}LZ2E{Xk4","nonneuronal","","globus pallidus","Human Gpe",TRUE,FALSE
"Cerebral nuclei","Cerebral nuclei","Basal nuclei","Human Gpe","PATO:0000461","unknown","EFO:0009922","PATO:0000384","HsapDv:0000136","H19.30.001","nucleus","",0,0.766058448301439,0.00133511348464619,2677,6741,"10X419_2","Oligodendrocyte","48","3019","CL:0000128",FALSE,"tissue","UBERON:0001875","oligodendrocyte","10x 3' v3","normal","male","globus pallidus","unknown","42-year-old stage","3RxbqfL?wT","nonneuronal","","globus pallidus","Human Gpe",TRUE,FALSE
"Cerebral nuclei","Cerebral nuclei","Basal nuclei","Human Gpe","PATO:0000461","unknown","EFO:0009922","PATO:0000384","HsapDv:0000136","H19.30.001","nucleus","",0.0003382949932341,0.754228687415426,0.00152232746955345,2426,5912,"10X419_1","Oligodendrocyte","48","3019","CL:0000128",FALSE,"tissue","UBERON:0001875","oligodendrocyte","10x 3' v3","normal","male","globus pallidus","unknown","42-year-old stage","?4jLjd<i5%","nonneuronal","","globus pallidus","Human Gpe",TRUE,FALSE
"Cerebral nuclei","Cerebral nuclei","Basal nuclei","Human Gpe","PATO:0000461","unknown","EFO:0009922","PATO:0000384","HsapDv:0000136","H19.30.001","nucleus","",0.000351123595505618,0.758895131086142,0.00245786516853933,3054,8544,"10X419_1","Oligodendrocyte","48","3017","CL:0000128",FALSE,"tissue","UBERON:0001875","oligodendrocyte","10x 3' v3","normal","male","globus pallidus","unknown","42-year-old stage","ri2MA1-76l","nonneuronal","","globus pallidus","Human Gpe",TRUE,FALSE
"Cerebral nuclei","Cerebral nuclei","Basal nuclei","Human Gpe","PATO:0000461","unknown","EFO:0009922","PATO:0000384","HsapDv:0000136","H19.30.001","nucleus","",0.000583771161704612,0.756372835181942,0.000583771161704612,2121,5139,"10X419_2","Oligodendrocyte","48","3019","CL:0000128",FALSE,"tissue","UBERON:0001875","oligodendrocyte","10x 3' v3","normal","male","globus pallidus","unknown","42-year-old stage","U5rLt0K`?g","nonneuronal","","globus pallidus","Human Gpe",TRUE,FALSE
"Cerebral nuclei","Cerebral nuclei","Basal nuclei","Human Gpe","PATO:0000461","unknown","EFO:0009922","PATO:0000384","HsapDv:0000136","H19.30.001","nucleus","",0.000145772594752187,0.771428571428571,0.00043731778425656,2668,6860,"10X419_1","Oligodendrocyte","48","3019","CL:0000128",FALSE,"tissue","UBERON:0001875","oligodendrocyte","10x 3' v3","normal","male","globus pallidus","unknown","42-year-old stage","8`kTSJ>^Ga","nonneuronal","","globus pallidus","Human Gpe",TRUE,FALSE
"Cerebral nuclei","Cerebral nuclei","Basal nuclei","Human Gpe","PATO:0000461","unknown","EFO:0009922","PATO:0000384","HsapDv:0000136","H19.30.001","nucleus","",0.000603621730382294,0.724346076458752,0.00201207243460765,2369,4970,"10X419_2","Oligodendrocyte","48","3018","CL:0000128",FALSE,"tissue","UBERON:0001875","oligodendrocyte","10x 3' v3","normal","male","globus pallidus","unknown","42-year-old stage","p<RnZci~Vt","nonneuronal","","globus pallidus","Human Gpe",TRUE,FALSE
"Cerebral nuclei","Cerebral nuclei","Basal nuclei","Human Gpe","PATO:0000461","unknown","EFO:0009922","PATO:0000384","HsapDv:0000136","H19.30.001","nucleus","",0.00485062286407232,0.766839378238342,0.00187410428839158,3112,9071,"10X419_1","Oligodendrocyte","48","3019","CL:0000128",FALSE,"tissue","UBERON:0001875","oligodendrocyte","10x 3' v3","normal","male","globus pallidus","unknown","42-year-old stage","OFCCP3Yn&k","nonneuronal","","globus pallidus","Human Gpe",TRUE,FALSE
"Cerebral nuclei","Cerebral nuclei","Basal nuclei","Human Gpe","PATO:0000461","unknown","EFO:0009922","PATO:0000384","HsapDv:0000136","H19.30.001","nucleus","",0.00273972602739726,0.768617683686177,0.00149439601494396,3728,12045,"10X419_2","Oligodendrocyte","48","3019","CL:0000128",FALSE,"tissue","UBERON:0001875","oligodendrocyte","10x 3' v3","normal","male","globus pallidus","unknown","42-year-old stage","u#Fl?w6YpV","nonneuronal","","globus pallidus","Human Gpe",TRUE,FALSE
"Cerebral nuclei","Cerebral nuclei","Basal nuclei","Human Gpe","PATO:0000461","unknown","EFO:0009922","PATO:0000384","HsapDv:0000136","H19.30.001","nucleus","",0.0001573564122738,0.747915027537372,0.000629425649095201,2554,6355,"10X419_2","Oligodendrocyte","48","3016","CL:0000128",FALSE,"tissue","UBERON:0001875","oligodendrocyte","10x 3' v3","normal","male","globus pallidus","unknown","42-year-old stage","ld3{xcQ5Wp","nonneuronal","","globus pallidus","Human Gpe",TRUE,FALSE
"Cerebral nuclei","Cerebral nuclei","Basal nuclei","Human Gpe","PATO:0000461","unknown","EFO:0009922","PATO:0000384","HsapDv:0000136","H19.30.001","nucleus","",0.000260281103591879,0.755205622071838,0.00143154606975534,2908,7684,"10X419_2","Oligodendrocyte","48","3019","CL:0000128",FALSE,"tissue","UBERON:0001875","oligodendrocyte","10x 3' v3","normal","male","globus pallidus","unknown","42-year-old stage","rUce-@OIkf","nonneuronal","","globus pallidus","Human Gpe",TRUE,FALSE
"Cerebral nuclei","Cerebral nuclei","Basal nuclei","Human Gpe","PATO:0000461","unknown","EFO:0009922","PATO:0000384","HsapDv:0000136","H19.30.001","nucleus","",0.000134707348285849,0.791405671179363,0.00168384185357311,4030,14847,"10X419_1","Oligodendrocyte","48","3016","CL:0000128",FALSE,"tissue","UBERON:0001875","oligodendrocyte","10x 3' v3","normal","male","globus pallidus","unknown","42-year-old stage","3Q<nx-1h&m","nonneuronal","","globus pallidus","Human Gpe",TRUE,FALSE
"Cerebral nuclei","Cerebral nuclei","Basal nuclei","Human Gpe","PATO:0000461","unknown","EFO:0009922","PATO:0000384","HsapDv:0000136","H19.30.001","nucleus","",0.000128551227664224,0.775678107725929,0.00115696104897802,2806,7779,"10X419_2","Oligodendrocyte","48","3019","CL:0000128",FALSE,"tissue","UBERON:0001875","oligodendrocyte","10x 3' v3","normal","male","globus pallidus","unknown","42-year-old stage","v7Er4nI!Vv","nonneuronal","","globus pallidus","Human Gpe",TRUE,FALSE
"Cerebral nuclei","Cerebral nuclei","Basal nuclei","Human Gpe","PATO:0000461","unknown","EFO:0009922","PATO:0000384","HsapDv:0000136","H19.30.001","nucleus","",0.000365141187925998,0.753894839337877,0.00231256085686465,3056,8216,"10X419_1","Oligodendrocyte","48","3016","CL:0000128",FALSE,"tissue","UBERON:0001875","oligodendrocyte","10x 3' v3","normal","male","globus pallidus","unknown","42-year-old stage","aE#peYk*;N","nonneuronal","","globus pallidus","Human Gpe",TRUE,FALSE
"Cerebral nuclei","Cerebral nuclei","Basal nuclei","Human Gpe","PATO:0000461","unknown","EFO:0009922","PATO:0000384","HsapDv:0000136","H19.30.001","nucleus","",0.000780701069560465,0.803341400577719,0.000858771176516512,3483,12809,"10X419_2","Oligodendrocyte","48","3019","CL:0000128",FALSE,"tissue","UBERON:0001875","oligodendrocyte","10x 3' v3","normal","male","globus pallidus","unknown","42-year-old stage","IUVoMNQS-{","nonneuronal","","globus pallidus","Human Gpe",TRUE,FALSE
"Cerebral nuclei","Cerebral nuclei","Basal nuclei","Human Gpe","PATO:0000461","unknown","EFO:0009922","PATO:0000384","HsapDv:0000136","H19.30.001","nucleus","",0.000458001282403591,0.778602180086104,0.00155720436017221,3309,10917,"10X419_2","Oligodendrocyte","48","3016","CL:0000128",FALSE,"tissue","UBERON:0001875","oligodendrocyte","10x 3' v3","normal","male","globus pallidus","unknown","42-year-old stage","P8RlNSG}uK","nonneuronal","","globus pallidus","Human Gpe",TRUE,FALSE
"Cerebral nuclei","Cerebral nuclei","Basal nuclei","Human Gpe","PATO:0000461","unknown","EFO:0009922","PATO:0000384","HsapDv:0000136","H19.30.001","nucleus","",0,0.653677932405567,0.00198807157057654,1380,2515,"10X419_1","Oligodendrocyte","48","3019","CL:0000128",FALSE,"tissue","UBERON:0001875","oligodendrocyte","10x 3' v3","normal","male","globus pallidus","unknown","42-year-old stage","{!blo-OgJQ","nonneuronal","","globus pallidus","Human Gpe",TRUE,FALSE
"Cerebral nuclei","Cerebral nuclei","Basal nuclei","Human Gpe","PATO:0000461","unknown","EFO:0009922","PATO:0000384","HsapDv:0000136","H19.30.001","nucleus","",0.000196889151407757,0.717464067729868,0.00118133490844654,2293,5079,"10X419_1","Oligodendrocyte","48","3016","CL:0000128",FALSE,"tissue","UBERON:0001875","oligodendrocyte","10x 3' v3","normal","male","globus pallidus","unknown","42-year-old stage","kVVXQvHBpy","nonneuronal","","globus pallidus","Human Gpe",TRUE,FALSE
"Cerebral nuclei","Cerebral nuclei","Basal nuclei","Human Gpe","PATO:0000461","unknown","EFO:0009922","PATO:0000384","HsapDv:0000136","H19.30.001","nucleus","",0.00019047619047619,0.718285714285714,0.00152380952380952,2412,5250,"10X419_1","Oligodendrocyte","48","3019","CL:0000128",FALSE,"tissue","UBERON:0001875","oligodendrocyte","10x 3' v3","normal","male","globus pallidus","unknown","42-year-old stage","6~C?HWbEFv","nonneuronal","","globus pallidus","Human Gpe",TRUE,FALSE
"Cerebral nuclei","Cerebral nuclei","Basal nuclei","Human Gpe","PATO:0000461","unknown","EFO:0009922","PATO:0000384","HsapDv:0000136","H19.30.001","nucleus","",0,0.738782051282051,0.000457875457875458,2036,4368,"10X419_2","Oligodendrocyte","48","3019","CL:0000128",FALSE,"tissue","UBERON:0001875","oligodendrocyte","10x 3' v3","normal","male","globus pallidus","unknown","42-year-old stage","xAJc~wHXU!","nonneuronal","","globus pallidus","Human Gpe",TRUE,FALSE
"Cerebral nuclei","Cerebral nuclei","Basal nuclei","Human Gpe","PATO:0000461","unknown","EFO:0009922","PATO:0000384","HsapDv:0000136","H19.30.001","nucleus","",0.000537562155624244,0.729337454643193,0.00107512431124849,2639,7441,"10X419_2","Oligodendrocyte","48","3016","CL:0000128",FALSE,"tissue","UBERON:0001875","oligodendrocyte","10x 3' v3","normal","male","globus pallidus","unknown","42-year-old stage","YC51SPk~*j","nonneuronal","","globus pallidus","Human Gpe",TRUE,FALSE
"Cerebral nuclei","Cerebral nuclei","Basal nuclei","Human Gpe","PATO:0000461","unknown","EFO:0009922","PATO:0000384","HsapDv:0000136","H19.30.001","nucleus","",0.000149120190873844,0.758276170593498,0.00119296152699075,2616,6706,"10X419_1","Oligodendrocyte","48","3019","CL:0000128",FALSE,"tissue","UBERON:0001875","oligodendrocyte","10x 3' v3","normal","male","globus pallidus","unknown","42-year-old stage","1>mq_fb#&N","nonneuronal","","globus pallidus","Human Gpe",TRUE,FALSE
"Cerebral nuclei","Cerebral nuclei","Basal nuclei","Human Gpe","PATO:0000461","unknown","EFO:0009922","PATO:0000384","HsapDv:0000136","H19.30.001","nucleus","",0.000652400835073069,0.745433194154488,0.00130480167014614,2983,7664,"10X419_2","Oligodendrocyte","48","3019","CL:0000128",FALSE,"tissue","UBERON:0001875","oligodendrocyte","10x 3' v3","normal","male","globus pallidus","unknown","42-year-old stage","ho!O&?DX=2","nonneuronal","","globus pallidus","Human Gpe",TRUE,FALSE
"Cerebral nuclei","Cerebral nuclei","Basal nuclei","Human Gpe","PATO:0000461","unknown","EFO:0009922","PATO:0000384","HsapDv:0000136","H19.30.001","nucleus","",0.0157563025210084,0.652310924369748,0.00183823529411765,1990,3808,"10X419_1","Oligodendrocyte","48","3019","CL:0000128",FALSE,"tissue","UBERON:0001875","oligodendrocyte","10x 3' v3","normal","male","globus pallidus","unknown","42-year-old stage","$;4j^3%DR_","nonneuronal","","globus pallidus","Human Gpe",TRUE,FALSE
"Cerebral nuclei","Cerebral nuclei","Basal nuclei","Human Gpe","PATO:0000461","unknown","EFO:0009922","PATO:0000384","HsapDv:0000136","H19.30.001","nucleus","",0,0.700920700920701,0.00207900207900208,1790,3367,"10X419_1","Oligodendrocyte","48","3016","CL:0000128",FALSE,"tissue","UBERON:0001875","oligodendrocyte","10x 3' v3","normal","male","globus pallidus","unknown","42-year-old stage","^<I5;@RIJO","nonneuronal","","globus pallidus","Human Gpe",TRUE,FALSE
"Cerebral nuclei","Cerebral nuclei","Basal nuclei","Human Gpe","PATO:0000461","unknown","EFO:0009922","PATO:0000384","HsapDv:0000136","H19.30.001","nucleus","",0,0.673022598870056,0.00247175141242938,1548,2832,"10X419_1","Oligodendrocyte","48","3019","CL:0000128",FALSE,"tissue","UBERON:0001875","oligodendrocyte","10x 3' v3","normal","male","globus pallidus","unknown","42-year-old stage","5Pi1gPxkVh","nonneuronal","","globus pallidus","Human Gpe",TRUE,FALSE
"Cerebral nuclei","Cerebral nuclei","Basal nuclei","Human Gpe","PATO:0000461","unknown","EFO:0009922","PATO:0000384","HsapDv:0000136","H19.30.001","nucleus","",0.000484378784209252,0.721240009687576,0.00145313635262775,2069,4129,"10X419_1","Oligodendrocyte","48","3018","CL:0000128",FALSE,"tissue","UBERON:0001875","oligodendrocyte","10x 3' v3","normal","male","globus pallidus","unknown","42-year-old stage",">V1g5!tSR>","nonneuronal","","globus pallidus","Human Gpe",TRUE,FALSE
"Cerebral nuclei","Cerebral nuclei","Basal nuclei","Human Gpe","PATO:0000461","unknown","EFO:0009922","PATO:0000384","HsapDv:0000136","H19.30.001","nucleus","",0.00444691495275153,0.733463035019455,0.00319622012229016,2796,7196,"10X419_1","Oligodendrocyte","48","3016","CL:0000128",FALSE,"tissue","UBERON:0001875","oligodendrocyte","10x 3' v3","normal","male","globus pallidus","unknown","42-year-old stage","qCL3kfdU_2","nonneuronal","","globus pallidus","Human Gpe",TRUE,FALSE
"Cerebral nuclei","Cerebral nuclei","Basal nuclei","Human Gpe","PATO:0000461","unknown","EFO:0009922","PATO:0000384","HsapDv:0000123","H19.30.002","nucleus","",0.000218994087159647,0.779253960143076,0.00204394481349004,3835,13699,"10X419_4","Oligodendrocyte","48","3016","CL:0000128",FALSE,"tissue","UBERON:0001875","oligodendrocyte","10x 3' v3","normal","male","globus pallidus","unknown","29-year-old stage","lud}5`@kk|","nonneuronal","","globus pallidus","Human Gpe",TRUE,FALSE
"Cerebral nuclei","Cerebral nuclei","Basal nuclei","Human Gpe","PATO:0000461","unknown","EFO:0009922","PATO:0000384","HsapDv:0000136","H19.30.001","nucleus","",0.000200120072043226,0.730838503101861,0.00140084050430258,2243,4997,"10X419_2","Oligodendrocyte","48","3019","CL:0000128",FALSE,"tissue","UBERON:0001875","oligodendrocyte","10x 3' v3","normal","male","globus pallidus","unknown","42-year-old stage","UyHfG$%|{F","nonneuronal","","globus pallidus","Human Gpe",TRUE,FALSE
"Cerebral nuclei","Cerebral nuclei","Basal nuclei","Human Gpe","PATO:0000461","unknown","EFO:0009922","PATO:0000384","HsapDv:0000136","H19.30.001","nucleus","",0.000255994538783173,0.753477259151805,0.00136530420684359,3526,11719,"10X419_1","Oligodendrocyte","48","3019","CL:0000128",FALSE,"tissue","UBERON:0001875","oligodendrocyte","10x 3' v3","normal","male","globus pallidus","unknown","42-year-old stage","&X__>g5Ie*","nonneuronal","","globus pallidus","Human Gpe",TRUE,FALSE
"Cerebral nuclei","Cerebral nuclei","Basal nuclei","Human Gpe","PATO:0000461","unknown","EFO:0009922","PATO:0000384","HsapDv:0000136","H19.30.001","nucleus","",0.000384245917387128,0.729682997118156,0.000960614793467819,2237,5205,"10X419_1","Oligodendrocyte","48","3016","CL:0000128",FALSE,"tissue","UBERON:0001875","oligodendrocyte","10x 3' v3","normal","male","globus pallidus","unknown","42-year-old stage","C+?bg<~3R}","nonneuronal","","globus pallidus","Human Gpe",TRUE,FALSE
"Cerebral nuclei","Cerebral nuclei","Basal nuclei","Human Gpe","PATO:0000461","unknown","EFO:0009922","PATO:0000384","HsapDv:0000136","H19.30.001","nucleus","",0.000196001568012544,0.699137593100745,0.00235201881615053,2458,5102,"10X419_2","Oligodendrocyte","48","3016","CL:0000128",FALSE,"tissue","UBERON:0001875","oligodendrocyte","10x 3' v3","normal","male","globus pallidus","unknown","42-year-old stage","z_1V1Hfytu","nonneuronal","","globus pallidus","Human Gpe",TRUE,FALSE
"Cerebral nuclei","Cerebral nuclei","Basal nuclei","Human Gpe","PATO:0000461","unknown","EFO:0009922","PATO:0000384","HsapDv:0000136","H19.30.001","nucleus","",0.000169004563123204,0.746662159878317,0.00118303194186243,2508,5917,"10X419_2","Oligodendrocyte","48","3016","CL:0000128",FALSE,"tissue","UBERON:0001875","oligodendrocyte","10x 3' v3","normal","male","globus pallidus","unknown","42-year-old stage","r#X%#@^Ec>","nonneuronal","","globus pallidus","Human Gpe",TRUE,FALSE
"Cerebral nuclei","Cerebral nuclei","Basal nuclei","Human Gpe","PATO:0000461","unknown","EFO:0009922","PATO:0000384","HsapDv:0000136","H19.30.001","nucleus","",0,0.732167832167832,0.00167832167832168,3112,7150,"10X419_2","Oligodendrocyte","48","3016","CL:0000128",FALSE,"tissue","UBERON:0001875","oligodendrocyte","10x 3' v3","normal","male","globus pallidus","unknown","42-year-old stage","gaeFo{ZDO(","nonneuronal","","globus pallidus","Human Gpe",TRUE,FALSE
"Cerebral nuclei","Cerebral nuclei","Basal nuclei","Human Gpe","PATO:0000461","unknown","EFO:0009922","PATO:0000384","HsapDv:0000136","H19.30.001","nucleus","",0.000880540064572938,0.67830936307602,0.000880540064572938,1865,3407,"10X419_2","Oligodendrocyte","48","3016","CL:0000128",FALSE,"tissue","UBERON:0001875","oligodendrocyte","10x 3' v3","normal","male","globus pallidus","unknown","42-year-old stage","n-}6B$4Sju","nonneuronal","","globus pallidus","Human Gpe",TRUE,FALSE
"Cerebral nuclei","Cerebral nuclei","Basal nuclei","Human Gpe","PATO:0000461","unknown","EFO:0009922","PATO:0000384","HsapDv:0000136","H19.30.001","nucleus","",0.000190912562046583,0.754677357770141,0.00124093165330279,3421,10476,"10X419_1","Oligodendrocyte","48","3019","CL:0000128",FALSE,"tissue","UBERON:0001875","oligodendrocyte","10x 3' v3","normal","male","globus pallidus","unknown","42-year-old stage","SFFMU4oN5t","nonneuronal","","globus pallidus","Human Gpe",TRUE,FALSE
