area,gene,p_val,avg_log2FC,pct.1,pct.2,p_val_adj
S1,BAALC,2.88E-18,0.315761123,0.994,0.973,1.45E-13
S1,HOMER1,3.67E-18,0.354004953,1,0.997,1.85E-13
S1,CCDC85A,8.25E-18,0.53087189,0.821,0.663,4.15E-13
S1,GNAS,8.36E-18,0.40061815,0.995,0.931,4.21E-13
S1,SLIT2,9.21E-18,0.341661833,0.996,0.984,4.63E-13
S1,TMEM132C,1.03E-17,0.350186606,0.872,0.672,5.16E-13
S1,FRMD5,1.27E-17,0.332894228,0.999,0.991,6.37E-13
S1,LOC101927745,1.37E-17,0.403378139,0.965,0.752,6.91E-13
S1,TRERF1,6.62E-17,0.261075965,0.984,0.956,3.33E-12
S1,ADK,8.62E-17,0.25648869,0.999,0.995,4.33E-12
S1,BRINP1,1.21E-16,0.265191072,0.992,0.952,6.08E-12
S1,NOX4,2.06E-16,0.430324294,0.574,0.344,1.03E-11
S1,MCC,3.66E-16,0.332193871,0.574,0.353,1.84E-11
S1,HS3ST5,4.57E-16,0.269489673,0.945,0.845,2.30E-11
S1,KCNC2,5.28E-16,0.515689785,0.936,0.833,2.65E-11
S1,ARHGEF3,7.19E-16,0.251089925,0.996,0.986,3.61E-11
S1,DCLK1,7.55E-16,0.255500847,1,0.999,3.80E-11
S1,ITPR2,8.68E-16,0.276494878,0.953,0.834,4.37E-11
S1,USP9Y,1.04E-15,0.365194145,0.929,0.693,5.25E-11
S1,ZFPM2,2.10E-15,0.272331977,0.995,0.986,1.06E-10
S1,STXBP5-AS1,1.45E-14,0.282328185,0.996,0.939,7.30E-10
S1,SCARA3,2.78E-14,0.262249749,0.955,0.864,1.40E-09
S1,ASTN2,6.30E-14,0.378523406,0.993,0.988,3.17E-09
S1,KLF12,3.40E-13,0.327467372,0.894,0.714,1.71E-08
S1,SPECC1,3.60E-13,0.252494699,0.999,0.99,1.81E-08
S1,PLCL1,4.52E-13,0.280190265,0.919,0.838,2.27E-08
S1,SYN3,6.49E-13,0.384962619,0.84,0.708,3.26E-08
S1,GRIA4,1.45E-12,0.366056222,0.804,0.602,7.30E-08
S1,LOC101928964,2.30E-12,0.5776531,0.801,0.707,1.15E-07
S1,PCDH15,5.00E-12,0.472878933,0.669,0.514,2.51E-07
S1,GAPDH,6.70E-12,0.413743125,0.967,0.856,3.37E-07
S1,PROS1,9.72E-12,0.275691424,0.92,0.831,4.89E-07
S1,ETV1,9.77E-12,0.287731413,0.937,0.81,4.91E-07
S1,FHIT,1.19E-11,0.254638669,0.992,0.971,6.00E-07
S1,NRGN,1.28E-11,0.351981342,0.999,0.99,6.46E-07
S1,LOC101929201,1.56E-11,0.271730834,0.977,0.944,7.84E-07
S1,LINC00922,1.78E-11,0.478259049,0.436,0.263,8.95E-07
S1,SPAG16,4.80E-11,0.25337136,0.993,0.973,2.41E-06
S1,MIR4500HG,1.08E-10,0.308126903,0.821,0.664,5.44E-06
S1,UBB,1.54E-10,0.253529863,0.798,0.626,7.76E-06
S1,NEFL,2.45E-10,0.346030511,0.951,0.856,1.23E-05
S1,HS6ST3,5.06E-10,0.301129683,0.989,0.96,2.54E-05
S1,SV2C,1.28E-09,0.41097916,0.697,0.569,6.44E-05
S1,LOC101928923,4.54E-09,0.927341625,0.71,0.622,0.000228145
S1,VWC2L,5.27E-09,0.300346534,0.444,0.25,0.000265147
S1,DCC,6.49E-09,0.313345952,0.598,0.457,0.000326108
S1,PLXNA4,6.65E-09,0.261203675,0.984,0.977,0.000334272
S1,ZNF804A,1.22E-08,0.250652691,0.935,0.856,0.000614926
S1,LOC105378334,1.16E-07,0.474081759,0.671,0.597,0.005815452
S1,FTH1,1.74E-07,0.381431342,0.994,0.957,0.00873695
S1,PDE7B,1.93E-07,0.306987243,0.621,0.425,0.009706396
S1,SATB2,2.17E-07,0.2815636,0.994,0.98,0.010931706
S1,TPK1,3.09E-06,0.358406974,0.933,0.882,0.155291054
S1,CALM2,6.16E-06,0.252899051,0.996,0.979,0.309708991
S1,LOC105373592,2.10E-05,0.268637681,0.606,0.528,1
S1,CALM1,4.30E-05,0.256467179,0.997,0.983,1
S1,EYS,0.000374165,0.723419561,0.788,0.74,1
S1,THSD4,0.000378572,0.481354769,0.736,0.672,1
S1,ITGA8,0.001565609,0.258328825,0.654,0.589,1
S1,SEMA6D,0.002060011,0.39410425,0.738,0.712,1
MTG,SLC24A2,1.40E-89,1.14908423,0.995,0.855,7.04E-85
MTG,RGS6,1.34E-84,1.31635713,0.992,0.796,6.76E-80
MTG,MARCH1,2.57E-80,1.003393168,0.958,0.63,1.29E-75
MTG,GRIK1,1.54E-69,1.31692347,0.863,0.453,7.72E-65
MTG,PDZD2,5.25E-68,0.892907364,0.986,0.963,2.64E-63
MTG,SORCS1,1.16E-62,0.6522059,0.998,0.987,5.82E-58
MTG,COL12A1,1.28E-58,0.729857414,0.96,0.566,6.43E-54
MTG,NELL1,1.38E-58,0.853882917,0.998,0.916,6.96E-54
MTG,LINC01122,7.84E-58,0.744909487,0.992,0.81,3.94E-53
MTG,GPM6B,1.17E-56,0.486536833,0.998,0.993,5.86E-52
MTG,HTR1F,2.09E-56,0.974303613,0.843,0.352,1.05E-51
MTG,KLHL14,3.79E-55,0.386447384,0.702,0.218,1.90E-50
MTG,OLFM3,1.75E-54,0.542264479,0.998,0.986,8.82E-50
MTG,BICC1,2.11E-54,0.622134084,0.96,0.627,1.06E-49
MTG,SV2C,1.73E-53,0.600039764,0.966,0.555,8.69E-49
MTG,CNTN5,3.02E-53,0.948174388,0.974,0.834,1.52E-48
MTG,FREM2,4.42E-53,0.50953943,0.537,0.095,2.22E-48
MTG,BCL11A,1.45E-52,0.569226199,0.967,0.801,7.31E-48
MTG,EYA4,8.22E-51,0.655946178,0.866,0.353,4.13E-46
MTG,SEMA3D,8.42E-51,0.583193706,0.919,0.529,4.24E-46
MTG,LOC105378209,5.16E-50,0.489504516,0.745,0.241,2.59E-45
MTG,B3GALTL,4.49E-47,0.56405156,0.97,0.833,2.26E-42
MTG,TMOD1,8.67E-46,0.444984393,0.847,0.519,4.36E-41
MTG,GRM1,2.63E-45,0.608904571,0.991,0.776,1.32E-40
MTG,DOCK6,4.62E-44,0.291967017,0.665,0.245,2.32E-39
MTG,HTR2C,5.00E-43,0.981868509,0.621,0.204,2.52E-38
MTG,SLC44A5,3.77E-42,0.646432319,0.908,0.592,1.89E-37
MTG,BRINP2,7.04E-41,0.450208169,0.966,0.862,3.54E-36
MTG,KCNQ3,5.23E-39,0.467320043,1,0.995,2.63E-34
MTG,UNC5C,3.02E-38,0.508700898,0.998,0.967,1.52E-33
MTG,SYNJ2,7.00E-38,0.45097305,0.97,0.812,3.52E-33
MTG,NPAS3,3.76E-37,0.628641332,0.977,0.835,1.89E-32
MTG,NTNG1,4.21E-37,0.383469866,0.997,0.987,2.12E-32
MTG,LOC105378334,5.63E-37,1.036523233,0.83,0.588,2.83E-32
MTG,IPCEF1,1.96E-36,0.495882908,0.9,0.723,9.85E-32
MTG,FMNL2,3.15E-36,0.394554345,1,0.995,1.59E-31
MTG,CA10,4.27E-36,0.600071938,0.91,0.537,2.15E-31
MTG,ADGRL2,4.30E-36,0.494604667,1,0.969,2.16E-31
MTG,RANBP17,4.68E-36,0.426621967,0.966,0.785,2.35E-31
MTG,NTM,9.62E-36,0.466818676,1,1,4.83E-31
MTG,FAM19A1,1.59E-35,0.338429678,1,1,7.99E-31
MTG,IL1RAPL1,5.81E-35,0.410012371,1,0.999,2.92E-30
MTG,LOC100132891,6.51E-35,0.500302332,0.931,0.744,3.27E-30
MTG,TSHZ3,2.31E-34,0.43921785,0.955,0.811,1.16E-29
MTG,VSNL1,3.36E-34,0.410928376,1,0.993,1.69E-29
MTG,EPHA5,3.97E-34,0.523935522,0.989,0.956,1.99E-29
MTG,ADGRL3,5.78E-34,0.370367033,1,0.998,2.90E-29
MTG,CADPS2,1.13E-33,0.65764513,0.995,0.841,5.70E-29
MTG,GRM8,2.41E-33,0.371842234,0.998,0.996,1.21E-28
MTG,LOC101927587,2.67E-33,0.639086743,0.877,0.642,1.34E-28
MTG,FRAS1,3.33E-33,0.497734942,0.998,0.98,1.67E-28
MTG,ZMAT4,4.16E-33,0.376850889,0.998,0.98,2.09E-28
MTG,TMEM178B,5.23E-33,0.403781104,0.998,0.995,2.63E-28
MTG,PRKD1,9.11E-33,0.578932159,0.978,0.795,4.58E-28
MTG,LDB2,1.61E-32,0.286320476,1,0.999,8.08E-28
MTG,GULP1,1.16E-31,0.428640983,0.994,0.949,5.84E-27
MTG,LINC01105,2.05E-31,0.276093376,0.679,0.269,1.03E-26
MTG,PDE4B,5.77E-31,0.626947457,0.995,0.936,2.90E-26
MTG,FHAD1,5.86E-31,0.252396965,0.704,0.341,2.95E-26
MTG,LHFP,2.59E-30,0.477604139,0.992,0.971,1.30E-25
MTG,EXT1,4.31E-30,0.391266525,1,0.994,2.17E-25
MTG,KCNN2,8.38E-30,0.370481966,1,0.996,4.21E-25
MTG,TENM4,2.26E-29,0.406403124,0.998,0.969,1.14E-24
MTG,DGKH,2.87E-29,0.412895184,0.998,0.969,1.44E-24
MTG,GABRB1,3.25E-29,0.405283339,1,0.975,1.63E-24
MTG,UST,4.35E-29,0.369756784,0.679,0.344,2.19E-24
MTG,DIAPH2,1.77E-28,0.377011472,0.998,0.986,8.90E-24
MTG,SEC24D,4.58E-28,0.395865652,0.955,0.879,2.30E-23
MTG,RIT2,5.60E-28,0.457237394,0.994,0.986,2.81E-23
MTG,KCTD1,9.18E-28,0.381543578,0.998,0.983,4.61E-23
MTG,APBA2,8.01E-27,0.286457345,0.998,0.994,4.03E-22
MTG,PARD3,2.40E-26,0.906047614,0.583,0.296,1.20E-21
MTG,TTC6,8.02E-26,0.300287113,0.442,0.154,4.03E-21
MTG,OTOGL,1.54E-25,0.520521881,0.897,0.693,7.74E-21
MTG,CDH22,3.62E-25,0.308487187,0.989,0.934,1.82E-20
MTG,GAS7,6.77E-25,0.413921342,0.981,0.913,3.40E-20
MTG,ST5,1.12E-24,0.320234609,0.869,0.675,5.65E-20
MTG,COL11A1,1.19E-24,0.259978711,0.891,0.491,5.99E-20
MTG,UTRN,1.43E-24,0.742984227,0.936,0.765,7.19E-20
MTG,ERG,2.13E-24,0.627503256,0.864,0.652,1.07E-19
MTG,PLB1,2.32E-24,0.351870132,0.604,0.328,1.17E-19
MTG,ESRRG,3.28E-24,0.30157831,1,0.998,1.65E-19
MTG,KLF12,3.59E-24,0.47745451,0.96,0.719,1.80E-19
MTG,PLXDC2,3.79E-24,0.645886367,0.977,0.783,1.90E-19
MTG,IQSEC1,3.89E-24,0.309119621,1,0.998,1.96E-19
MTG,OSBPL1A,4.07E-24,0.298195209,0.992,0.988,2.04E-19
MTG,KCNN3,6.38E-24,0.310441196,0.65,0.346,3.21E-19
MTG,NDST3,8.04E-24,0.358903116,1,0.976,4.04E-19
MTG,EDIL3,1.16E-23,0.298196528,0.905,0.722,5.84E-19
MTG,PHACTR3,1.22E-23,0.367963445,0.991,0.974,6.14E-19
MTG,PCP4L1,1.99E-23,0.250613779,0.815,0.521,1.00E-18
MTG,LOC105372487,3.48E-23,0.252839119,0.81,0.558,1.75E-18
MTG,MBNL2,4.15E-23,0.31328986,1,0.99,2.09E-18
MTG,CREB5,6.03E-23,0.345346887,0.917,0.734,3.03E-18
MTG,RIN2,8.93E-23,0.274302573,0.678,0.357,4.49E-18
MTG,DCLK2,9.91E-23,0.291351853,0.991,0.972,4.98E-18
MTG,MYO1E,2.38E-22,0.346017072,0.787,0.522,1.20E-17
MTG,SERPINE2,4.36E-22,0.371022414,0.925,0.702,2.19E-17
MTG,ERC2,5.24E-22,0.302990617,1,0.996,2.63E-17
MTG,ETS2,1.46E-21,0.288002244,0.928,0.792,7.33E-17
MTG,SULF2,1.74E-21,0.318951041,0.994,0.952,8.74E-17
MTG,LOC105375988,3.01E-21,0.296307587,0.678,0.377,1.52E-16
MTG,MAPK4,4.72E-21,0.301675617,0.981,0.928,2.37E-16
MTG,COL21A1,1.37E-20,0.464298522,0.983,0.733,6.89E-16
MTG,ST6GALNAC3,2.73E-20,0.293528329,0.991,0.943,1.37E-15
MTG,SYN3,5.63E-20,0.358803464,0.944,0.707,2.83E-15
MTG,DLC1,6.44E-20,0.257325142,0.998,0.985,3.24E-15
MTG,SCN9A,7.67E-20,0.296350567,0.735,0.502,3.86E-15
MTG,NR3C1,2.23E-19,0.254730626,0.995,0.973,1.12E-14
MTG,SSBP3,2.78E-19,0.315278108,0.994,0.964,1.40E-14
MTG,KCNH1,3.15E-19,0.269634895,0.994,0.968,1.58E-14
MTG,AK5,4.65E-19,0.316886503,0.994,0.975,2.34E-14
MTG,STARD13,5.13E-19,0.383576169,0.805,0.628,2.58E-14
MTG,CACNG3,5.56E-19,0.255857169,0.995,0.987,2.80E-14
MTG,MBP,5.92E-19,0.26645466,0.886,0.632,2.98E-14
MTG,RNF152,8.26E-19,0.327454146,0.952,0.805,4.15E-14
MTG,CDH4,8.27E-19,0.250857754,0.854,0.664,4.16E-14
MTG,SHC3,1.02E-18,0.281566828,0.997,0.991,5.11E-14
MTG,CDH20,1.38E-18,0.39585791,0.997,0.99,6.96E-14
MTG,ITPR2,1.46E-18,0.436115564,0.953,0.84,7.34E-14
MTG,ZNF462,1.82E-18,0.279375489,0.804,0.573,9.17E-14
MTG,SORCS3,9.88E-18,0.367965872,0.989,0.867,4.97E-13
MTG,SYT2,1.20E-17,0.256694455,0.877,0.66,6.03E-13
MTG,RARB,2.15E-17,0.25760366,0.667,0.437,1.08E-12
MTG,UNC13B,3.57E-17,0.276917491,0.975,0.932,1.79E-12
MTG,PGM5P2,3.76E-17,0.265661786,0.762,0.549,1.89E-12
MTG,LOC105373592,4.22E-17,0.686297893,0.71,0.524,2.12E-12
MTG,RASGRF1,7.33E-17,0.258476207,0.994,0.954,3.69E-12
MTG,CABP1,8.88E-17,0.25962021,1,0.999,4.46E-12
MTG,MKX,1.03E-16,0.26149802,0.808,0.647,5.16E-12
MTG,FAM49A,3.56E-16,0.257547438,0.991,0.951,1.79E-11
MTG,ATP2B2,4.53E-16,0.252731676,1,0.996,2.28E-11
MTG,EPHA6,6.48E-16,0.401766292,1,0.997,3.26E-11
MTG,XIST,8.53E-16,0.812791959,0.439,0.259,4.29E-11
MTG,PLXNA2,8.59E-16,0.286343135,0.917,0.801,4.32E-11
MTG,LOC101928792,1.28E-15,0.267038096,0.343,0.105,6.44E-11
MTG,SLIT1,2.53E-15,0.255766169,0.988,0.925,1.27E-10
MTG,LOC105371308,2.89E-15,0.332060419,0.509,0.316,1.46E-10
MTG,GPR137C,4.77E-15,0.260815602,0.964,0.883,2.40E-10
MTG,COL26A1,5.98E-15,0.271145742,0.981,0.924,3.01E-10
MTG,PCDH9,7.35E-15,0.263425132,1,0.992,3.70E-10
MTG,SYNPO2,1.69E-14,0.272574854,0.969,0.959,8.52E-10
MTG,CELF4,1.76E-14,0.25121627,0.992,0.97,8.85E-10
MTG,LRRK1,2.21E-14,0.273274015,0.984,0.949,1.11E-09
MTG,LINC00457,3.48E-14,0.297653264,0.53,0.347,1.75E-09
MTG,CHST8,3.60E-14,0.254243837,0.98,0.935,1.81E-09
MTG,AGBL1,1.51E-13,0.483091031,0.706,0.499,7.62E-09
MTG,GABRG3,3.18E-13,0.415475986,0.991,0.92,1.60E-08
MTG,RXFP2,6.48E-13,0.270777665,0.179,0.042,3.26E-08
MTG,PTCHD1-AS,8.23E-13,0.260027069,0.995,0.994,4.14E-08
MTG,LOC101928095,9.84E-13,0.263785743,0.972,0.939,4.95E-08
MTG,LOC105373893,1.33E-12,0.350372056,0.815,0.616,6.67E-08
MTG,CSGALNACT1,1.49E-12,0.27619322,0.95,0.823,7.47E-08
MTG,SEZ6L,1.52E-12,0.333345079,0.998,0.969,7.64E-08
MTG,NEK10,2.72E-12,0.258259484,0.994,0.98,1.37E-07
MTG,DPP10,3.19E-12,0.298680862,1,1,1.60E-07
MTG,SNCA,1.43E-11,0.25764022,0.986,0.929,7.21E-07
MTG,POU6F2,1.83E-10,0.439046013,0.555,0.381,9.18E-06
MTG,L3MBTL4,8.82E-10,0.363706264,0.69,0.553,4.44E-05
MTG,GREB1L,3.92E-09,0.303049826,0.681,0.526,0.000197236
MTG,CALCRL,3.42E-08,0.297066501,0.238,0.118,0.001719526
MTG,INPP4B,4.13E-08,0.502768557,0.956,0.925,0.002075146
MTG,PTPRG,2.06E-05,0.292295132,0.974,0.942,1
MTG,COX1,0.003812888,0.358841039,0.754,0.84,1
A1,FAM160A1,4.54E-82,0.962448251,0.86,0.35,2.29E-77
A1,RGS6,2.23E-77,1.582142995,0.989,0.801,1.12E-72
A1,HTR1F,3.60E-74,1.272473182,0.906,0.36,1.81E-69
A1,ERG,1.51E-72,1.232651836,0.964,0.651,7.60E-68
A1,LHFP,2.49E-56,0.782041883,0.998,0.971,1.25E-51
A1,HTR2C,1.99E-51,1.195036409,0.71,0.208,1.00E-46
A1,STXBP6,3.96E-49,0.838616145,0.755,0.325,1.99E-44
A1,EYA4,5.05E-49,0.659649612,0.864,0.365,2.54E-44
A1,COL12A1,2.33E-48,0.673167387,0.953,0.575,1.17E-43
A1,MARCH1,2.46E-48,1.272467689,0.893,0.641,1.24E-43
A1,SPAG6,2.31E-47,0.330250993,0.695,0.212,1.16E-42
A1,BICC1,3.92E-47,0.660467119,0.891,0.638,1.97E-42
A1,TMOD1,8.57E-45,0.479060944,0.844,0.526,4.31E-40
A1,SORCS1,1.99E-43,0.58860807,0.998,0.988,9.99E-39
A1,SV2C,2.06E-41,0.524114057,0.94,0.566,1.04E-36
A1,BMPR1B,3.32E-39,0.552127954,0.561,0.164,1.67E-34
A1,LINC00457,4.85E-39,0.871197466,0.699,0.342,2.44E-34
A1,SYNJ2,1.42E-35,0.461657512,0.967,0.816,7.12E-31
A1,PLXDC2,2.39E-34,0.807639195,0.944,0.789,1.20E-29
A1,FOXO1,2.76E-34,0.350408704,0.488,0.146,1.39E-29
A1,C16orf52,9.66E-34,0.397677229,0.998,0.979,4.86E-29
A1,LINC01122,1.48E-33,0.583896193,0.947,0.816,7.46E-29
A1,CADPS2,6.05E-32,0.666029744,0.998,0.844,3.04E-27
A1,VSNL1,6.20E-32,0.393327019,1,0.993,3.12E-27
A1,B3GALTL,1.71E-31,0.476897717,0.969,0.836,8.58E-27
A1,GALNT18,3.14E-31,0.494348072,0.904,0.727,1.58E-26
A1,ONECUT1,5.41E-31,0.331981378,0.374,0.054,2.72E-26
A1,ESRRG,7.02E-30,0.413217353,1,0.998,3.53E-25
A1,GNA14,1.28E-29,0.589659819,0.791,0.467,6.42E-25
A1,UNC13B,1.56E-29,0.407960164,0.978,0.933,7.87E-25
A1,PDE4B,1.86E-28,0.744883928,0.989,0.937,9.36E-24
A1,SLC38A11,3.37E-28,0.418016937,0.586,0.245,1.70E-23
A1,PHLPP1,4.35E-28,0.346614709,0.98,0.891,2.19E-23
A1,KLF12,2.07E-27,0.533384618,0.947,0.725,1.04E-22
A1,ATP10A,8.64E-27,0.34818595,0.873,0.518,4.35E-22
A1,SWAP70,2.46E-26,0.277201027,0.889,0.676,1.24E-21
A1,SH3D19,4.53E-26,0.365750974,0.991,0.964,2.28E-21
A1,NELL1,4.83E-26,0.547669294,0.98,0.919,2.43E-21
A1,KCNH1,6.72E-26,0.482376859,0.996,0.969,3.38E-21
A1,LOC105377484,1.88E-25,0.385475969,0.935,0.809,9.47E-21
A1,CDH20,2.44E-25,0.479667128,1,0.99,1.23E-20
A1,GPM6B,3.05E-25,0.330962117,1,0.993,1.54E-20
A1,UTRN,5.03E-25,1.047064471,0.893,0.771,2.53E-20
A1,LOC105370158,6.00E-25,0.435256087,0.588,0.281,3.02E-20
A1,TENM4,1.23E-24,0.474410393,0.996,0.97,6.21E-20
A1,TTC6,2.08E-24,0.287892631,0.445,0.161,1.05E-19
A1,TMEM178B,2.84E-24,0.343657278,1,0.995,1.43E-19
A1,ARID1B,8.69E-24,0.293125145,1,0.994,4.37E-19
A1,SYT2,1.61E-23,0.379692518,0.935,0.661,8.10E-19
A1,SCN9A,1.65E-23,0.497745814,0.737,0.507,8.29E-19
A1,CHN1,2.86E-23,0.298338148,1,0.997,1.44E-18
A1,FMNL2,7.70E-23,0.321311012,1,0.995,3.87E-18
A1,GSE1,9.32E-23,0.341524589,0.978,0.884,4.69E-18
A1,CDK6,1.15E-22,0.345968929,0.987,0.935,5.79E-18
A1,PARD3,1.62E-22,0.706888687,0.552,0.304,8.16E-18
A1,FAM189A2,2.62E-22,0.296476401,0.37,0.086,1.32E-17
A1,MAMDC2,2.81E-22,0.299042769,0.862,0.62,1.41E-17
A1,UNC5C,7.14E-22,0.421814748,1,0.968,3.59E-17
A1,PCDH9,8.75E-22,0.463193972,1,0.992,4.40E-17
A1,ERC2,8.81E-22,0.393979105,1,0.996,4.43E-17
A1,INPP4B,1.51E-21,0.82079799,0.96,0.925,7.59E-17
A1,ALCAM,3.45E-21,0.418720259,0.958,0.856,1.73E-16
A1,ZNF462,1.94E-20,0.368302185,0.775,0.579,9.75E-16
A1,MBP,6.34E-20,0.295742824,0.855,0.639,3.19E-15
A1,MBNL2,6.89E-20,0.301561087,1,0.991,3.46E-15
A1,KCTD8,8.00E-20,0.461659827,0.71,0.452,4.02E-15
A1,LOC105370822,1.61E-19,0.328776122,0.403,0.128,8.10E-15
A1,SEMA6A,5.13E-19,0.321285834,0.969,0.863,2.58E-14
A1,FAM19A1,5.61E-19,0.271132812,1,1,2.82E-14
A1,IL1RAPL1,9.66E-19,0.300637728,1,0.999,4.86E-14
A1,SH3PXD2A,2.99E-18,0.307436275,0.989,0.959,1.51E-13
A1,CALCRL,3.92E-18,0.458218449,0.345,0.115,1.97E-13
A1,PPM1H,4.27E-18,0.252498685,0.987,0.932,2.15E-13
A1,CNTNAP5,4.34E-18,0.370916041,1,1,2.18E-13
A1,LOC102724782,5.84E-18,0.276767886,0.982,0.909,2.93E-13
A1,PHYHIPL,8.86E-18,0.275719614,0.984,0.942,4.46E-13
A1,SLC44A5,9.91E-18,0.78023856,0.773,0.606,4.98E-13
A1,TRHDE,3.69E-17,0.588247583,0.499,0.249,1.85E-12
A1,ELL2,5.10E-17,0.374481396,0.969,0.89,2.57E-12
A1,KIF13A,5.71E-17,0.355116283,0.875,0.71,2.87E-12
A1,ITPR2,8.49E-17,0.521955367,0.949,0.843,4.27E-12
A1,DCLK2,9.30E-17,0.278583565,0.993,0.972,4.67E-12
A1,MYO1E,1.67E-16,0.335617739,0.753,0.53,8.40E-12
A1,LOC101928923,1.88E-16,0.611470411,0.842,0.621,9.45E-12
A1,GPR137C,1.96E-16,0.313813979,0.971,0.884,9.83E-12
A1,SYN3,2.23E-16,0.320573986,0.931,0.713,1.12E-11
A1,RANBP17,2.93E-16,0.331319641,0.955,0.79,1.47E-11
A1,GAS7,6.19E-16,0.258930975,0.976,0.915,3.11E-11
A1,CUX2,9.54E-16,0.548582586,0.421,0.193,4.80E-11
A1,EXT1,2.75E-15,0.300732962,1,0.994,1.38E-10
A1,NCALD,4.06E-15,0.565786872,0.579,0.364,2.04E-10
A1,PTPN4,4.06E-15,0.25781234,0.998,0.987,2.04E-10
A1,DGKH,4.68E-15,0.262240895,0.996,0.97,2.35E-10
A1,EPHA5,6.48E-15,0.383555336,0.993,0.957,3.26E-10
A1,GRM1,7.92E-15,0.388429985,0.94,0.784,3.98E-10
A1,NEGR1,8.67E-15,0.292781993,1,0.999,4.36E-10
A1,RERG,2.80E-14,0.319731871,0.869,0.682,1.41E-09
A1,RFC3,3.73E-14,0.277777212,0.835,0.635,1.87E-09
A1,RIT2,3.95E-14,0.369432209,1,0.986,1.99E-09
A1,APBA1,4.60E-14,0.274639672,0.996,0.95,2.31E-09
A1,INADL,6.40E-14,0.286281875,0.991,0.97,3.22E-09
A1,SLC12A8,8.95E-14,0.257766876,0.851,0.656,4.50E-09
A1,CNTN5,1.29E-13,0.501121545,0.94,0.839,6.47E-09
A1,ATP2B2,2.08E-13,0.26321553,1,0.996,1.04E-08
A1,SNCA,2.49E-13,0.279758781,0.978,0.931,1.25E-08
A1,MGAT5,4.16E-13,0.323090533,0.989,0.959,2.09E-08
A1,TSHZ3,4.91E-13,0.308682947,0.904,0.817,2.47E-08
A1,CREB5,1.17E-12,0.265659525,0.891,0.74,5.87E-08
A1,PARM1,1.42E-12,0.326968441,0.88,0.739,7.14E-08
A1,LOC105377699,2.38E-12,0.593411498,0.465,0.236,1.19E-07
A1,LPP,2.49E-12,0.318393703,1,0.991,1.25E-07
A1,HS6ST3,3.04E-12,0.687801989,0.991,0.962,1.53E-07
A1,BRINP2,7.19E-12,0.270246928,0.944,0.865,3.62E-07
A1,RNF152,1.88E-11,0.302541085,0.938,0.809,9.46E-07
A1,NTNG1,2.96E-11,0.298899383,0.998,0.987,1.49E-06
A1,GREB1L,3.65E-11,0.295338681,0.71,0.528,1.83E-06
A1,GRIK1,6.09E-11,0.343824118,0.641,0.475,3.06E-06
A1,BRINP1,1.05E-10,0.284117798,0.991,0.955,5.30E-06
A1,ENC1,1.59E-10,0.257555181,0.989,0.952,8.00E-06
A1,EDIL3,1.96E-10,0.277709546,0.902,0.727,9.85E-06
A1,RASGRF2,5.14E-10,0.350247296,0.942,0.872,2.58E-05
A1,GULP1,5.48E-10,0.330863794,0.993,0.95,2.76E-05
A1,SERPINE2,2.15E-09,0.290064718,0.817,0.713,0.000108058
A1,NTM,2.25E-09,0.255298025,1,1,0.000113336
A1,LOC101929680,2.47E-09,0.284095193,0.938,0.843,0.000124426
A1,FAM19A2,4.33E-09,0.417753992,0.831,0.715,0.000217763
A1,LOC105373592,4.67E-09,0.552898467,0.693,0.529,0.000234685
A1,XIST,9.67E-09,0.722002629,0.408,0.264,0.000486102
A1,CA10,2.41E-08,0.518339002,0.668,0.559,0.001210102
A1,PDE3A,2.57E-08,0.280956699,0.55,0.415,0.001291807
A1,PCDH9-AS2,3.67E-08,0.264729639,0.82,0.661,0.001843277
A1,PDZD2,3.02E-07,0.423525789,0.978,0.964,0.015169625
A1,PLD5,6.36E-07,0.302952646,0.639,0.522,0.031972364
A1,PTPRG,7.12E-07,0.314956621,0.98,0.943,0.035780226
A1,PHACTR2,9.45E-07,0.283927547,0.795,0.674,0.047507511
A1,FRAS1,5.68E-05,0.329734631,0.984,0.981,1
A1,LOC105378334,0.000105949,0.526945148,0.702,0.601,1
A1,STARD13,0.00026269,0.250840704,0.748,0.635,1
A1,PCDH11X,0.000501352,0.321347577,0.621,0.513,1
A1,CALM2,0.000842617,0.289224227,0.991,0.98,1
A1,POU6F2,0.000983031,0.2720018,0.488,0.389,1
AnG,LOC105378209,1.08E-46,0.586555665,0.871,0.267,5.42E-42
AnG,GRIK1,1.99E-46,1.275166383,0.923,0.475,1.00E-41
AnG,SLC24A2,1.39E-45,1.218575849,0.994,0.863,6.99E-41
AnG,EYA4,5.79E-40,0.981072252,0.955,0.38,2.91E-35
AnG,CADPS2,1.21E-36,1.107462962,1,0.849,6.09E-32
AnG,LINC01105,5.12E-34,0.329643811,0.8,0.289,2.58E-29
AnG,VSNL1,2.49E-30,0.670018995,1,0.993,1.25E-25
AnG,LOC105375988,5.51E-30,0.499812187,0.819,0.391,2.77E-25
AnG,SV2C,6.68E-30,0.654751932,0.994,0.578,3.36E-25
AnG,ADGRL2,4.10E-28,0.690447005,1,0.97,2.06E-23
AnG,PCDH11Y,2.38E-27,0.883906622,0.955,0.574,1.19E-22
AnG,RGS6,7.25E-27,1.061249874,0.987,0.807,3.65E-22
AnG,PCP4L1,1.32E-25,0.389660785,0.916,0.536,6.61E-21
AnG,LOC101927880,2.40E-25,0.30272823,0.639,0.23,1.20E-20
