"Species","variable","col_Stephan","col_wide","Stephan","volumes_wide","pct_diff","status","on_tree"
"Sorex_minutus","Hippocampus","Hippocampus","Hippocampus_Vol.mm3",,10.5,,"volumes_wide_only","PRUNED"
"Suncus_murinus","Hippocampus","Hippocampus","Hippocampus_Vol.mm3",,31.2,,"volumes_wide_only","PRUNED"
"Talpa_europaea","Hippocampus","Hippocampus","Hippocampus_Vol.mm3",,86.8,,"volumes_wide_only","PRUNED"
"Tarsius_sp.","Hippocampus","Hippocampus","Hippocampus_Vol.mm3",,153,,"volumes_wide_only","PRUNED"
"Tenrec_ecaudatus","Hippocampus","Hippocampus","Hippocampus_Vol.mm3",,146,,"volumes_wide_only","PRUNED"
"Tupaia_glis","Hippocampus","Hippocampus","Hippocampus_Vol.mm3",,152,,"volumes_wide_only","PRUNED"
"Tupaia_minor","Hippocampus","Hippocampus","Hippocampus_Vol.mm3",,132,,"volumes_wide_only","PRUNED"
"Urogale_everetti","Hippocampus","Hippocampus","Hippocampus_Vol.mm3",,173,,"volumes_wide_only","PRUNED"
"Callicebus_moloch","Nucleus dentatus cerebelli","Lateral_cerebellar_nuclei","Lateral_cerebellar_nuclei_Vol.mm3",,21.24,,"volumes_wide_only","PRUNED"
"Crocidura_flavescens","Nucleus dentatus cerebelli","Lateral_cerebellar_nuclei","Lateral_cerebellar_nuclei_Vol.mm3",,0.47,,"volumes_wide_only","PRUNED"
"Crocidura_russula","Nucleus dentatus cerebelli","Lateral_cerebellar_nuclei","Lateral_cerebellar_nuclei_Vol.mm3",,0.23,,"volumes_wide_only","PRUNED"
"Echinops_telfairi","Nucleus dentatus cerebelli","Lateral_cerebellar_nuclei","Lateral_cerebellar_nuclei_Vol.mm3",,0.46,,"volumes_wide_only","PRUNED"
"Erinaceus_europaeus","Nucleus dentatus cerebelli","Lateral_cerebellar_nuclei","Lateral_cerebellar_nuclei_Vol.mm3",,3.83,,"volumes_wide_only","PRUNED"
"Gorilla_sp.","Nucleus dentatus cerebelli","Lateral_cerebellar_nuclei","Lateral_cerebellar_nuclei_Vol.mm3",,534.6,,"volumes_wide_only","PRUNED"
"Hemicentetes_semispinosus","Nucleus dentatus cerebelli","Lateral_cerebellar_nuclei","Lateral_cerebellar_nuclei_Vol.mm3",,1.16,,"volumes_wide_only","PRUNED"
"Lagothrix_lagothricha","Nucleus dentatus cerebelli","Lateral_cerebellar_nuclei","Lateral_cerebellar_nuclei_Vol.mm3",,108.57,,"volumes_wide_only","PRUNED"
"Setifer_setosus","Nucleus dentatus cerebelli","Lateral_cerebellar_nuclei","Lateral_cerebellar_nuclei_Vol.mm3",,1.21,,"volumes_wide_only","PRUNED"
"Sorex_araneus","Nucleus dentatus cerebelli","Lateral_cerebellar_nuclei","Lateral_cerebellar_nuclei_Vol.mm3",,0.21,,"volumes_wide_only","PRUNED"
"Sorex_minutus","Nucleus dentatus cerebelli","Lateral_cerebellar_nuclei","Lateral_cerebellar_nuclei_Vol.mm3",,0.13,,"volumes_wide_only","PRUNED"
"Suncus_murinus","Nucleus dentatus cerebelli","Lateral_cerebellar_nuclei","Lateral_cerebellar_nuclei_Vol.mm3",,0.44,,"volumes_wide_only","PRUNED"
"Tarsius_sp.","Nucleus dentatus cerebelli","Lateral_cerebellar_nuclei","Lateral_cerebellar_nuclei_Vol.mm3",,3.37,,"volumes_wide_only","PRUNED"
"Tenrec_ecaudatus","Nucleus dentatus cerebelli","Lateral_cerebellar_nuclei","Lateral_cerebellar_nuclei_Vol.mm3",,3.33,,"volumes_wide_only","PRUNED"
"Tupaia_glis","Nucleus dentatus cerebelli","Lateral_cerebellar_nuclei","Lateral_cerebellar_nuclei_Vol.mm3",,5.13,,"volumes_wide_only","PRUNED"
"Urogale_everetti","Nucleus dentatus cerebelli","Lateral_cerebellar_nuclei","Lateral_cerebellar_nuclei_Vol.mm3",,7,,"volumes_wide_only","PRUNED"
